temperature_c,ph,dissolved_oxygen_mg_l,salinity_ppt,ammonia_mg_l,feed_kg_day,shrimp_age_days,stocking_density_per_m2,high_risk
28.62,8.29,4.45,9.21,0.234,42.33,61,36.7,0
27.36,8.25,4.97,10.13,0.615,27.06,46,31.1,0
29.22,7.77,5.7,10.82,0.109,35.62,43,33.6,0
28.22,7.65,4.25,16.65,0.094,42.09,86,42.5,0
31.95,7.74,5.71,16.91,0.174,28.42,49,58.7,0
30.01,7.74,2.44,19.52,0.275,34.69,113,32.1,1
26.38,7.76,5.55,21.98,0.02,30.84,25,58.5,0
30.34,7.7,1.91,15.98,0.053,31.24,35,48.0,0
27.45,7.94,4.72,18.22,0.066,26.88,15,47.1,0
27.85,8.21,6.07,11.44,0.118,34.76,113,60.4,0
29.63,7.12,5.78,9.93,0.072,28.58,59,57.7,0
28.02,7.22,3.38,9.01,0.246,50.8,14,23.9,0
30.79,6.84,3.54,21.9,0.132,45.01,15,28.7,0
27.45,8.28,4.14,15.97,0.1,59.92,120,41.6,0
27.76,7.94,5.23,6.77,0.159,70.3,115,50.3,0
27.69,8.08,2.46,17.62,0.013,52.16,43,65.5,1
27.87,7.01,4.98,10.51,0.153,48.74,87,46.0,0
31.2,8.78,5.39,27.96,0.048,53.11,40,70.6,1
30.26,7.47,4.65,14.53,0.214,49.0,111,34.4,0
32.42,7.89,5.66,22.09,0.016,42.75,95,36.9,0
33.54,8.27,5.28,24.53,0.168,41.56,63,40.4,0
26.94,7.26,4.32,12.27,0.049,26.67,121,32.7,0
29.14,7.5,2.58,18.46,0.279,54.58,36,62.4,1
26.65,7.9,5.17,21.32,0.022,41.53,129,10.0,0
27.44,9.37,3.81,18.69,0.115,63.74,44,37.4,0
27.74,7.97,4.28,20.17,0.191,55.73,116,62.2,0
26.89,8.68,5.6,10.02,0.146,32.61,112,40.3,0
26.9,8.46,6.77,21.32,0.146,60.7,77,61.1,0
28.71,8.0,4.95,15.08,0.031,5.0,24,78.0,0
26.57,7.26,5.69,20.1,0.029,70.95,100,46.2,0
30.68,8.38,3.19,23.52,0.141,21.92,93,62.5,0
27.16,6.98,5.31,22.01,0.125,49.43,113,81.3,1
34.62,8.68,4.93,20.09,0.041,48.41,37,51.0,0
28.1,7.91,6.54,21.85,0.039,58.86,38,44.3,0
29.14,6.34,4.32,22.13,0.102,37.07,52,58.5,0
26.41,7.61,4.7,26.97,0.079,9.82,54,62.8,0
32.41,8.16,6.32,17.8,0.409,37.09,10,44.4,1
31.24,7.67,4.88,18.98,0.291,38.71,28,37.7,0
29.59,8.19,3.61,23.59,0.208,11.26,67,70.8,0
26.31,7.33,8.19,15.06,0.317,42.68,126,40.9,0
29.42,7.08,3.65,9.99,0.061,25.86,25,62.9,0
26.76,7.76,4.92,20.96,0.07,51.74,38,48.9,0
31.92,7.82,5.43,16.76,0.261,38.31,113,72.4,1
30.62,7.61,5.33,10.75,0.114,71.42,14,32.3,0
29.19,8.48,4.76,21.0,0.12,38.16,21,32.2,0
24.13,7.33,4.77,26.59,0.036,48.46,116,57.8,0
27.03,7.97,4.71,8.22,0.252,38.8,40,28.0,0
30.38,7.84,3.61,24.13,0.174,17.65,46,46.7,0
31.43,6.94,7.69,2.78,0.088,38.93,11,68.2,1
31.22,7.07,4.73,15.6,0.071,53.3,58,18.2,0
25.82,7.81,5.75,29.04,0.282,51.03,129,51.0,1
29.6,8.89,4.58,16.03,0.062,37.6,128,63.2,0
31.03,8.12,4.56,18.54,0.025,20.15,86,44.6,0
25.68,6.85,4.43,22.58,0.294,51.67,91,31.1,1
28.98,6.09,3.06,7.7,0.298,48.29,87,41.1,1
29.55,8.2,4.8,18.43,0.062,54.65,93,32.4,0
28.4,7.75,4.49,18.39,0.464,37.89,72,46.0,0
25.3,8.43,6.46,29.17,0.104,16.73,34,40.8,0
28.35,7.32,3.5,10.59,0.063,50.01,114,37.3,0
28.35,7.99,4.28,15.71,0.17,41.86,115,52.0,0
28.7,8.27,3.88,12.43,0.03,62.88,27,68.7,0
27.87,7.55,6.8,11.79,0.046,42.43,21,49.9,0
28.11,7.57,3.91,24.76,0.142,41.32,105,65.2,0
28.92,7.81,5.7,18.16,0.123,48.26,15,68.7,0
29.88,8.1,6.21,14.67,0.224,33.05,106,36.2,0
28.39,7.79,4.82,14.89,0.036,32.32,127,49.1,0
28.18,8.34,3.28,14.62,0.411,40.53,14,38.6,1
29.18,7.55,3.29,15.16,0.078,28.19,105,22.8,0
25.16,7.07,6.07,10.41,0.119,38.56,25,50.3,0
29.95,8.89,3.42,16.45,0.075,71.09,44,29.2,1
29.0,7.47,5.49,15.84,0.03,57.64,75,52.3,0
29.08,7.49,5.14,13.45,0.109,46.62,91,21.7,0
30.92,7.76,5.47,18.93,0.189,65.28,20,47.6,0
25.09,7.84,5.59,19.44,0.095,29.63,23,21.4,0
25.05,7.59,3.83,14.66,0.051,79.36,43,55.1,1
29.55,7.79,3.78,17.14,0.229,35.09,91,39.1,0
28.99,7.78,5.89,30.95,0.236,72.06,58,37.7,0
29.34,7.9,4.21,30.72,0.091,71.99,43,61.9,0
28.08,6.5,1.56,11.68,0.149,15.7,28,40.2,1
30.33,8.83,5.81,12.51,0.228,64.01,126,46.7,0
30.87,7.72,3.7,11.64,0.188,37.74,94,42.0,0
29.97,8.12,5.58,24.34,0.146,33.48,128,52.6,0
28.48,7.04,6.74,15.61,0.182,49.87,69,60.6,0
24.78,7.54,5.02,19.44,0.157,26.88,108,57.5,0
30.54,7.43,6.24,29.98,0.114,49.53,86,38.0,0
31.44,8.61,5.19,17.94,0.035,27.89,73,63.1,0
30.29,7.48,6.98,22.24,0.044,44.66,66,31.3,0
27.24,8.22,3.67,21.12,0.162,62.03,70,33.9,0
30.35,7.44,4.99,14.47,0.074,47.8,59,43.1,0
30.72,7.55,5.84,24.35,0.158,36.6,86,60.7,0
32.12,7.66,4.76,12.9,0.034,50.12,69,27.4,0
27.25,8.51,6.44,26.04,0.056,20.9,126,58.4,0
28.55,6.76,4.46,14.48,0.095,29.42,117,44.2,0
30.49,7.08,7.59,15.13,0.008,35.55,65,38.5,0
29.11,6.73,7.65,11.47,0.049,53.8,57,61.5,0
26.77,7.2,5.35,12.45,0.063,48.09,101,33.0,0
29.83,7.35,5.69,15.44,0.13,50.03,87,79.3,0
30.16,6.91,6.49,3.41,0.091,41.59,37,42.4,0
29.18,7.4,3.52,16.6,0.135,30.18,110,47.2,0
29.44,6.69,3.36,14.95,0.117,64.32,91,68.1,1
28.48,7.24,6.57,22.74,0.087,31.53,84,47.6,0
31.96,8.46,5.34,20.54,0.064,48.29,103,62.8,0
27.2,8.02,4.72,13.75,0.12,40.32,37,15.7,0
27.83,7.9,5.01,15.25,0.275,50.44,105,38.4,0
29.02,7.25,2.02,16.59,0.063,32.92,24,51.0,0
30.76,6.96,4.76,26.92,0.399,57.79,105,61.2,0
26.01,7.17,4.06,13.07,0.122,62.67,80,56.5,0
26.38,7.78,6.15,13.68,0.216,56.87,79,55.1,0
24.92,8.28,6.24,11.23,0.15,44.36,97,60.9,0
29.07,8.3,5.72,9.11,0.168,35.47,47,52.1,0
26.76,8.15,5.49,19.84,0.049,84.33,102,12.9,0
28.23,7.39,3.13,19.22,0.074,27.13,13,66.6,1
30.32,7.81,5.74,25.7,0.094,55.22,93,32.4,0
27.72,7.62,5.79,24.25,0.18,46.99,105,49.7,0
29.46,7.69,6.56,32.38,0.094,41.06,10,47.7,0
28.4,8.92,7.65,17.56,0.224,44.78,93,45.7,0
30.34,6.83,2.88,16.44,0.08,34.35,102,28.4,1
29.95,7.67,4.51,10.2,0.06,48.41,72,15.9,0
27.62,8.47,4.07,22.18,0.071,46.75,82,30.0,0
28.66,6.99,5.22,18.71,0.193,82.16,17,57.4,0
31.09,7.45,5.02,21.91,0.34,58.06,128,23.3,0
29.79,7.51,4.71,11.17,0.427,49.74,126,31.8,0
26.21,7.68,6.28,20.11,0.178,50.63,101,51.3,0
30.31,6.92,3.62,19.23,0.217,69.59,11,29.6,0
26.83,8.13,3.7,18.83,0.025,27.44,61,36.9,0
31.83,8.17,3.72,13.9,0.033,39.26,108,46.2,0
31.05,8.08,4.55,25.14,0.051,13.39,91,49.2,0
29.58,7.32,3.46,30.3,0.287,50.38,118,29.3,1
29.31,7.85,4.94,11.34,0.284,54.72,83,47.1,0
28.58,7.31,4.79,22.32,0.494,27.07,95,51.0,0
30.36,7.62,4.02,2.0,0.05,63.53,50,25.9,0
28.26,8.98,6.09,22.01,0.103,31.22,107,48.2,1
29.47,7.85,4.93,6.78,0.019,36.86,74,34.3,0
30.74,7.15,6.33,14.85,0.028,43.79,106,46.9,0
27.88,7.9,4.76,10.12,0.087,65.91,34,55.8,0
27.77,7.06,4.97,16.71,0.052,29.13,42,42.4,0
26.61,7.14,4.3,23.03,0.053,46.37,20,58.7,0
26.87,7.23,4.99,6.86,0.066,53.62,91,56.9,0
25.34,7.56,5.89,15.84,0.311,50.53,97,58.6,1
30.46,8.32,4.49,14.92,0.248,51.08,44,51.0,0
32.62,8.12,5.65,27.49,0.044,53.42,56,61.5,0
31.85,8.09,3.98,20.59,0.243,33.68,78,50.8,0
25.75,7.2,5.95,10.94,0.056,67.32,100,20.0,0
30.45,7.5,4.28,15.17,0.024,40.33,46,33.1,0
31.84,7.95,6.06,27.34,0.064,38.34,68,41.8,0
28.09,7.45,5.08,22.29,0.14,62.21,32,43.7,0
29.2,7.65,6.9,12.49,0.049,32.54,107,50.4,0
24.98,8.04,3.56,16.4,0.176,46.8,114,32.9,0
29.53,7.61,3.15,16.59,0.068,31.16,98,75.1,1
26.87,7.92,4.23,14.77,0.148,79.79,107,43.5,0
29.4,8.68,3.27,7.74,0.043,76.63,101,44.9,1
25.88,7.71,3.27,13.93,0.112,40.35,110,34.9,1
30.09,8.45,5.78,26.34,0.05,49.8,61,29.9,0
31.05,8.11,4.99,15.71,0.089,42.08,34,43.1,0
27.43,6.99,4.4,17.38,0.403,36.77,125,45.4,1
26.73,7.19,4.52,18.84,0.076,43.79,10,43.7,0
24.69,7.34,4.25,31.31,0.032,41.39,58,69.8,0
28.47,7.33,7.06,18.05,0.117,19.19,97,43.1,0
27.84,7.75,4.08,24.56,0.119,45.95,105,43.7,0
25.9,8.14,3.35,14.41,0.118,41.37,92,57.2,1
29.91,8.49,6.0,16.44,0.168,46.68,68,42.4,0
28.1,7.97,4.73,18.08,0.073,40.84,120,53.1,0
26.85,7.55,7.55,13.36,0.181,36.59,38,25.8,0
27.89,6.65,4.34,16.78,0.108,55.12,27,25.9,0
31.14,7.84,6.06,23.33,0.03,50.0,85,46.8,0
30.21,7.81,6.35,13.2,0.2,62.94,48,41.5,0
28.74,7.9,4.35,18.0,0.127,49.42,66,32.9,0
30.24,8.96,4.07,22.25,0.174,39.04,64,46.8,0
26.68,8.48,5.93,13.05,0.034,51.25,41,48.1,0
29.06,8.23,5.72,24.57,0.209,12.29,129,34.4,0
29.29,7.27,3.24,18.44,0.477,73.56,55,37.2,1
28.06,7.52,3.59,17.01,0.032,46.12,90,48.2,0
29.87,7.75,1.83,5.95,0.231,74.77,29,29.7,1
27.44,7.37,5.74,15.76,0.127,28.96,128,35.9,0
30.02,8.08,4.67,20.23,0.109,25.24,128,53.0,0
30.1,8.0,4.8,28.47,0.211,47.49,18,44.6,0
23.17,7.2,2.89,21.41,0.194,47.44,87,37.8,1
31.38,8.46,3.63,24.76,0.273,47.07,81,31.5,0
22.9,7.86,4.4,10.75,0.036,44.79,30,29.8,0
27.77,6.85,4.16,17.24,0.281,32.58,102,43.0,1
31.05,7.77,5.15,25.32,0.147,19.72,101,75.4,0
28.37,7.95,5.73,12.67,0.02,46.25,111,53.5,0
26.07,8.34,7.84,23.79,0.077,22.76,82,25.0,0
26.81,7.61,4.97,22.4,0.129,21.34,94,55.6,0
31.05,8.26,6.39,19.65,0.076,36.29,96,33.6,0
25.16,7.9,3.96,16.03,0.098,48.46,102,44.9,0
31.26,7.08,2.91,12.08,0.066,71.82,80,36.2,1
28.89,7.02,4.56,28.65,0.652,56.69,99,75.3,1
26.62,8.42,3.0,21.79,0.183,63.5,17,28.0,0
27.83,8.46,5.02,20.04,0.117,51.8,84,49.7,0
26.97,7.98,4.02,15.52,0.042,47.5,34,34.7,0
30.73,8.62,2.56,18.23,0.274,79.59,58,56.1,1
30.46,8.38,7.17,18.99,0.165,22.16,102,49.4,0
25.56,8.18,4.33,20.4,0.047,35.8,23,63.8,0
28.19,7.3,2.95,22.41,0.047,36.97,100,55.8,0
27.27,8.75,6.12,13.31,0.1,55.4,41,34.6,0
31.59,8.09,4.09,9.2,0.118,27.32,100,88.7,0
26.3,7.59,6.36,18.51,0.18,53.45,101,53.3,0
32.21,7.43,4.08,7.52,0.106,50.69,11,36.7,0
28.93,7.94,4.32,16.06,0.191,54.2,38,48.1,0
26.68,6.88,5.43,14.94,0.076,53.93,106,54.5,0
27.65,8.18,5.74,20.95,0.106,65.07,51,53.9,0
27.4,7.28,5.96,29.9,0.281,41.26,62,52.4,1
26.45,8.0,4.89,6.33,0.198,49.95,11,59.5,0
29.19,7.51,5.66,31.65,0.111,30.95,93,58.0,0
26.54,7.65,5.93,16.6,0.143,27.53,21,32.3,0
24.64,7.38,5.25,20.09,0.106,68.47,42,76.6,0
28.24,7.71,4.82,9.51,0.028,29.82,67,74.5,0
25.39,8.84,3.19,23.98,0.351,51.62,102,57.0,1
27.5,8.56,5.75,18.25,0.05,49.97,69,45.6,0
27.18,7.99,5.05,17.63,0.081,59.62,127,45.8,0
27.26,7.79,4.48,6.38,0.577,17.13,72,40.1,1
33.0,8.26,6.6,18.44,0.041,55.37,40,42.1,0
29.11,8.42,3.22,23.07,0.101,41.13,32,12.2,0
29.49,7.34,7.06,16.58,0.294,33.0,104,68.0,0
25.45,7.76,4.97,25.05,0.404,38.24,65,62.7,0
27.69,6.8,5.4,24.8,0.164,57.55,82,19.8,0
29.43,8.42,4.51,14.15,0.275,52.97,54,58.3,0
26.95,8.94,2.92,27.57,0.093,40.08,42,44.9,1
30.82,7.84,4.83,18.27,0.004,24.91,81,42.0,0
26.59,6.63,5.42,18.3,0.258,25.97,45,52.4,1
28.43,8.13,5.85,18.59,0.109,53.3,129,18.9,0
27.83,7.3,4.75,18.42,0.084,22.83,97,44.8,0
29.33,7.44,2.26,2.22,0.078,40.23,108,46.2,1
27.72,8.14,3.07,16.89,0.189,82.22,44,46.2,1
28.46,7.94,7.57,9.82,0.187,48.89,13,24.5,0
28.53,7.53,3.63,27.76,0.112,53.13,15,51.7,0
27.53,7.44,6.78,27.52,0.158,26.08,113,60.9,0
29.97,7.87,3.83,23.11,0.04,23.59,114,51.1,0
29.48,7.57,4.77,16.57,0.094,53.94,91,41.6,0
28.82,7.19,5.78,11.95,0.042,37.76,80,85.3,0
28.14,7.62,3.97,14.05,0.04,59.6,35,31.1,0
30.59,7.99,6.99,29.66,0.146,44.15,101,56.6,0
28.53,7.7,5.09,13.85,0.117,95.35,71,48.6,0
28.39,7.02,5.58,3.87,0.076,34.92,82,75.2,0
29.21,8.34,4.67,24.18,0.09,47.84,12,50.8,0
32.39,6.29,5.82,27.0,0.156,30.09,71,54.0,0
26.32,7.55,6.97,27.96,0.191,58.98,93,52.6,0
30.54,7.46,4.84,24.23,0.169,50.11,102,29.1,0
25.21,7.88,7.16,25.21,0.018,29.08,27,32.0,0
29.43,8.11,4.24,18.32,0.007,38.74,13,40.9,0
32.15,8.42,5.96,5.54,0.054,64.08,112,59.4,1
29.98,7.41,5.61,18.17,0.007,62.28,47,48.5,0
29.34,8.12,3.66,21.73,0.322,22.28,66,41.9,0
27.88,7.91,5.27,17.19,0.088,36.51,85,65.6,0
29.06,6.86,5.01,16.91,0.03,70.82,68,15.3,0
28.5,8.85,3.93,12.22,0.087,40.99,123,25.6,0
27.43,7.01,5.45,11.99,0.013,46.25,111,10.0,0
28.42,8.03,5.18,29.03,0.031,58.9,57,63.1,0
29.4,8.01,4.91,29.25,0.081,23.52,32,43.5,0
27.47,7.95,4.91,17.98,0.07,29.4,127,59.5,0
27.39,7.53,4.89,19.69,0.081,38.64,94,43.4,0
26.28,8.25,4.54,12.11,0.16,61.57,100,60.3,0
29.78,6.94,5.17,21.86,0.228,58.8,65,43.1,0
30.09,7.76,4.2,28.56,0.123,54.3,68,51.1,0
29.46,7.49,8.32,8.82,0.237,41.41,31,49.0,0
30.93,7.43,3.24,20.78,0.071,60.44,61,50.1,0
29.18,8.04,4.27,21.23,0.26,41.21,75,70.3,0
29.78,8.39,4.37,21.17,0.124,52.17,25,20.6,0
29.61,7.61,7.55,27.86,0.213,57.18,86,44.0,0
28.82,8.23,3.35,30.22,0.073,68.95,83,48.0,1
27.94,7.83,5.53,16.6,0.12,42.66,110,45.7,0
33.43,7.31,5.31,22.04,0.442,38.06,16,39.0,0
28.1,7.66,5.42,18.51,0.119,62.93,37,37.0,0
27.67,7.64,6.55,14.21,0.226,64.08,61,68.0,0
29.87,7.42,6.52,19.62,0.247,35.35,115,43.9,0
29.5,8.04,4.44,22.03,0.179,26.92,38,81.6,0
26.19,7.93,5.24,19.3,0.203,61.79,126,52.9,0
31.25,6.93,2.67,12.71,0.073,18.87,124,40.7,1
28.81,6.89,5.12,15.22,0.053,18.11,21,53.3,0
26.78,8.03,4.01,15.26,0.042,39.48,53,46.6,0
31.38,7.35,4.77,12.95,0.154,43.54,41,65.1,0
30.25,7.97,2.89,19.88,0.116,26.1,68,27.5,0
26.47,8.23,5.51,20.51,0.146,45.33,120,18.0,0
32.55,7.1,2.88,23.88,0.035,46.0,55,50.4,1
30.32,7.02,5.19,12.85,0.061,34.79,89,57.5,0
28.98,8.72,3.47,14.54,0.222,72.5,26,49.3,1
32.18,7.99,3.94,27.33,0.131,48.45,78,55.1,0
29.32,7.57,6.44,17.01,0.125,58.93,52,52.9,0
28.94,7.29,5.73,18.18,0.093,20.16,120,22.8,0
27.68,7.52,6.44,16.95,0.056,20.03,103,49.2,0
30.16,7.15,6.95,24.8,0.266,48.9,35,64.8,0
29.95,8.29,4.03,25.03,0.299,69.82,84,47.6,0
29.03,7.37,6.87,24.68,0.12,26.85,51,25.4,0
27.42,8.4,3.17,18.16,0.102,44.15,62,40.0,0
29.26,7.58,5.93,12.77,0.314,23.47,65,53.4,0
28.86,7.23,4.38,29.55,0.063,31.22,108,71.9,0
26.33,7.57,3.84,23.14,0.077,44.9,44,15.7,0
26.06,6.36,5.77,15.26,0.214,34.61,10,50.4,0
30.13,7.73,6.18,26.54,0.076,22.42,33,31.0,0
23.8,7.71,6.14,14.79,0.115,22.08,109,52.6,0
29.41,8.25,5.27,26.46,0.01,13.71,45,53.8,0
28.04,6.76,5.16,26.87,0.304,49.15,17,41.5,1
31.62,8.44,5.66,12.47,0.201,50.96,58,54.5,0
28.01,8.25,5.38,21.49,0.253,50.89,114,62.1,0
30.32,8.49,5.68,22.69,0.048,28.36,114,42.5,0
28.21,7.77,5.25,33.69,0.351,57.09,123,24.9,1
29.23,8.36,6.05,13.55,0.106,52.6,92,66.4,0
30.47,6.99,2.97,26.6,0.269,42.11,108,57.4,1
28.07,8.19,4.84,18.1,0.151,39.65,102,53.5,0
30.99,7.38,3.27,10.55,0.208,32.26,12,34.6,0
27.01,6.89,5.35,17.28,0.16,44.88,60,59.8,0
29.59,7.18,7.05,18.01,0.075,66.26,73,75.6,0
30.85,7.8,4.41,11.65,0.022,59.07,65,43.2,0
30.32,7.35,5.16,19.87,0.284,38.16,109,46.4,0
32.83,8.01,5.95,23.75,0.225,50.08,127,29.0,0
27.47,6.81,2.42,19.43,0.284,25.48,75,34.2,1
26.24,6.63,4.35,14.75,0.029,52.95,21,28.9,0
27.01,8.55,5.46,17.11,0.079,29.54,53,47.0,0
30.32,8.3,1.38,17.97,0.025,52.35,33,39.9,0
30.0,7.22,3.78,19.3,0.066,86.54,66,50.6,0
29.2,7.8,6.38,24.66,0.25,33.45,38,31.6,0
26.75,8.36,6.25,19.63,0.206,85.84,19,42.5,0
30.53,8.03,5.47,9.58,0.186,49.36,30,30.7,0
26.55,7.88,6.1,14.63,0.08,30.76,69,47.8,0
31.32,8.4,5.27,19.0,0.005,30.07,26,20.5,0
34.71,7.4,5.69,24.74,0.034,77.47,13,47.3,0
29.73,7.82,4.61,25.79,0.093,49.39,43,40.8,0
30.17,7.79,5.14,28.65,0.042,33.51,87,47.7,0
28.01,7.65,4.21,18.78,0.227,38.95,85,20.2,0
25.38,7.59,6.58,22.58,0.359,48.46,56,54.8,1
27.79,7.84,6.9,9.27,0.15,41.87,89,40.5,0
26.81,7.82,6.72,20.58,0.028,47.19,32,48.3,0
26.11,7.22,4.49,11.55,0.292,68.6,96,16.9,0
32.44,8.24,3.81,17.62,0.125,25.08,12,26.4,0
29.55,7.26,6.6,35.0,0.112,51.67,26,39.1,0
29.76,7.68,5.68,19.82,0.174,40.91,120,65.6,0
28.38,7.64,5.41,12.82,0.035,34.51,66,52.9,0
28.65,8.0,4.21,20.45,0.081,58.08,76,46.9,0
30.93,6.63,5.53,14.9,0.106,20.08,57,31.1,0
28.94,8.29,3.64,12.24,0.14,6.5,87,28.4,0
30.06,7.43,5.79,30.62,0.151,45.37,99,49.1,0
28.61,8.47,6.72,24.4,0.174,39.93,103,55.5,0
28.32,7.54,7.04,20.07,0.067,21.71,39,48.1,0
26.19,7.77,5.89,15.65,0.017,16.34,85,70.6,0
25.04,8.85,3.27,16.14,0.093,70.96,104,34.8,1
28.48,7.65,5.25,27.25,0.103,48.95,59,47.7,0
29.11,8.48,7.67,19.84,0.016,42.29,55,19.6,0
26.43,7.82,3.91,2.0,0.064,74.93,85,48.2,0
28.93,8.03,4.93,32.53,0.13,57.33,78,67.0,0
29.11,7.84,6.77,19.1,0.073,68.54,40,29.4,0
24.69,8.27,5.77,20.06,0.126,24.3,124,57.6,0
27.17,7.42,8.1,24.52,0.071,23.74,77,66.6,0
29.81,7.26,4.08,20.79,0.184,51.26,77,34.7,0
29.77,7.45,3.76,22.48,0.045,48.22,34,52.0,0
26.69,7.85,6.53,15.46,0.113,60.74,91,68.7,0
29.32,7.68,3.51,10.62,0.118,17.54,120,48.5,0
31.04,8.19,4.75,19.68,0.22,52.55,97,56.8,0
30.55,8.52,4.92,26.59,0.085,56.84,71,18.4,0
28.81,7.26,6.29,14.11,0.355,56.04,86,54.0,0
28.06,7.4,5.77,13.63,0.346,35.9,38,52.8,0
27.74,7.01,5.57,25.33,0.048,49.78,17,25.1,0
29.94,8.92,4.5,15.26,0.11,30.37,86,30.5,0
29.39,7.97,6.52,15.54,0.032,37.61,31,54.1,0
30.26,8.06,9.0,15.76,0.164,26.36,20,40.5,0
29.26,7.06,5.86,17.61,0.072,30.62,102,61.7,0
30.64,7.8,5.12,8.56,0.124,38.39,62,49.7,0
29.19,8.08,3.38,14.76,0.091,34.64,112,45.8,0
30.57,7.66,4.2,19.38,0.635,30.62,113,42.4,0
30.74,8.39,4.73,19.34,0.1,22.51,24,49.4,0
27.39,9.07,4.33,24.95,0.093,71.42,102,57.0,0
25.38,7.28,4.98,29.04,0.231,34.49,50,53.0,0
32.09,7.24,7.22,27.07,0.256,46.95,94,38.7,0
29.51,7.32,6.56,23.49,0.139,15.62,15,63.6,0
25.57,8.68,4.8,17.11,0.261,62.36,66,54.9,1
27.57,8.37,3.49,14.26,0.564,44.51,85,50.8,1
30.54,7.73,6.67,18.11,0.087,35.34,63,46.4,0
28.44,7.82,4.94,21.51,0.036,35.47,76,52.5,0
27.98,7.35,2.84,22.93,0.154,55.04,11,17.5,1
31.8,8.29,5.89,21.74,0.243,5.0,10,48.6,0
26.91,7.59,6.28,17.27,0.335,29.64,82,69.6,0
27.4,7.66,1.97,22.72,0.176,40.21,59,48.3,0
29.42,8.13,3.97,25.57,0.115,40.04,79,46.3,0
29.78,7.7,4.86,23.28,0.056,79.58,53,36.1,0
29.99,7.67,5.92,17.81,0.285,36.94,10,52.4,0
30.82,7.81,4.36,13.0,0.144,56.85,94,42.1,0
29.4,8.24,3.96,12.85,0.018,69.17,26,64.6,0
29.98,8.71,5.91,13.91,0.442,52.06,104,32.0,1
28.48,8.12,4.41,19.54,0.038,31.89,11,38.2,0
29.13,8.24,5.68,21.12,0.247,22.73,121,36.0,0
29.22,7.69,3.61,9.51,0.135,53.18,40,72.5,0
29.43,7.41,3.31,14.98,0.019,66.68,117,42.2,1
30.55,8.16,5.94,19.46,0.105,50.19,10,36.8,0
30.11,7.89,5.32,12.6,0.087,60.5,64,13.6,0
29.09,7.02,6.15,20.6,0.025,80.88,60,31.3,0
27.38,7.62,4.33,16.16,0.164,54.56,29,52.9,0
29.14,7.75,4.01,13.66,0.222,25.49,67,52.9,0
28.94,7.52,6.7,18.32,0.111,42.77,35,35.2,0
29.39,8.61,3.1,20.35,0.085,62.55,62,36.1,1
33.41,8.06,6.56,12.91,0.173,38.27,54,72.9,0
27.95,8.56,6.65,16.54,0.003,64.59,33,85.4,0
29.84,7.94,6.08,20.81,0.077,41.0,104,62.2,0
31.14,7.84,4.14,13.43,0.082,47.02,72,68.4,0
29.2,7.28,3.98,8.05,0.114,36.74,110,71.6,0
33.68,7.81,4.74,8.78,0.023,44.39,107,78.2,0
28.24,7.81,3.38,15.49,0.012,45.19,41,40.5,0
29.65,7.05,3.8,10.09,0.042,17.87,44,31.8,0
27.4,7.5,5.81,15.91,0.162,35.38,124,72.5,0
28.3,7.62,5.81,27.99,0.08,23.5,47,30.5,0
29.5,8.03,3.69,9.73,0.042,35.89,21,29.6,0
30.69,8.05,5.85,16.3,0.395,30.07,75,29.9,0
29.64,7.48,5.57,30.79,0.085,57.18,126,43.0,0
31.52,8.06,6.89,20.45,0.114,57.35,38,15.2,0
28.81,7.7,5.71,15.79,0.282,50.4,86,23.5,0
28.34,6.22,6.32,17.06,0.128,22.99,50,35.7,0
34.41,7.53,5.6,20.58,0.172,40.53,56,27.1,0
29.79,8.39,6.22,28.17,0.053,21.79,64,60.9,0
27.56,6.88,3.39,14.81,0.119,39.79,27,45.1,1
27.61,7.86,4.85,13.45,0.36,51.71,56,53.7,0
27.11,8.67,4.95,9.73,0.156,56.88,42,52.0,0
30.87,7.38,4.7,18.62,0.139,49.09,108,41.9,0
28.27,7.8,5.55,9.57,0.092,60.88,37,59.8,0
29.25,7.08,5.79,15.22,0.031,45.9,111,51.8,0
28.87,8.69,5.49,12.55,0.26,38.5,12,40.2,1
30.46,7.75,4.78,24.44,0.107,55.1,58,19.7,0
27.31,7.83,4.08,14.95,0.061,55.6,42,52.8,0
26.85,8.54,6.37,20.38,0.028,34.14,63,26.1,0
29.45,8.16,5.44,8.38,0.144,47.68,102,50.7,0
30.2,7.32,3.73,18.79,0.037,37.59,124,46.2,0
29.67,7.44,4.76,10.78,0.262,11.87,97,24.6,0
27.38,8.07,2.82,15.45,0.064,48.6,70,48.9,0
30.35,7.46,5.04,31.27,0.122,22.58,71,47.9,0
27.51,6.64,4.75,23.59,0.153,46.92,129,47.9,0
27.96,7.77,4.28,17.23,0.14,18.97,128,47.2,0
27.11,6.99,6.98,35.0,0.222,31.2,101,35.2,0
31.6,8.69,3.55,12.51,0.07,35.5,29,53.9,0
30.27,7.9,5.88,24.99,0.115,60.03,41,34.7,0
30.21,7.3,7.73,8.8,0.179,34.0,42,28.9,0
31.49,7.42,6.35,16.54,0.336,25.88,37,55.1,0
34.63,6.76,4.96,9.91,0.211,47.47,126,59.0,0
25.58,7.2,3.58,19.54,0.241,38.75,29,54.1,0
27.52,8.36,3.3,18.34,0.087,53.86,112,41.9,0
27.77,9.03,4.49,16.15,0.156,26.82,106,15.9,0
27.3,8.2,4.14,24.55,0.302,45.16,73,67.2,1
26.84,7.75,4.1,14.6,0.11,79.04,46,15.7,0
